predicted_label	sentence
1	"	echa un vistazo a la historia  ¡ ¡ ¡ después del salto 
"
0	"	esto es muy muy sorprendente 
"
0	"	usted tiene que lidiar con correos electrónicos no deseados  los compradores que se comprometen a comprar sus productos  pero en escamas  y las personas que se presentan a continuación  tratar de regatear por el precio después de los hechos 
"
0	"	toda la actuación fue buena 
"
1	"	pero incluso antes de eso  heigl fue lo contrario de fácil identificarse 
"
1	"	más que cualquier otra cosa en el panteón de la literatura moderna  o como los niños llaman  creación de contenidos  buzzfeed pretende ser hiper relacionables  a través de imágenes 
"
0	"	etiquetas  blake kelly  broken  justin bieber  music minute  new song
"
0	"	y dado que el mercado de almacenamiento en la nube es una tendencia rápidamente hacia los costes marginales por gigabyte de cero  esto es importante 
"
0	"	¿ qué tim hwang y sus cohortes básicamente atinó fue la conclusión de que  mientras que el debate se prolonga  imágenes divertidas de gatos etc son realmente  realmente populares 
"
0	"	como una chica de pelo castaño de nueva jersey  que yo llamo travesuras 
"
1	"	algunos epilépticos son sensibles a las luces estroboscópicas  de pura malicia  alguien estaba intentando a inducir convulsiones en las personas inocentes 
"
1	"	súper noche de diversión ganó el premio a la favorita nueva tv comedia en los premios del people 
"
0	"	este año me decidiría a los modelos chuck mucho más de mi guardarropa diario 
"
0	"	existen todos estos finos actores que dan buenas actuaciones  pero es difícil identificarse con cualquiera de ellos  porque estos personajes se muestran de manera muy superficial 
"
1	"	¡ sin embargo pensar en llevar pintura brillante de neon y platos luminosos a una cena de gala a sinceramente genial 
"
0	"	no he dormir tan bien en meses 
"
0	"	ahora  debido a la pantalla del ipad es de la resolución perfecta y la escala y la proximidad a utilizar como visor de pantalla completa  un simple gesto destape en ese pequeño video a convertir su dispositivo en una pantalla maravillosa  cómodo  personal móvil de vídeo  tan satisfactorio para mantener y poseer  su pantalla para satisfacer sensualmente para aprovechar 
"
0	"	como tú sabes  a pesar de que se vea claramente la firma de apple mostrando el logo en el modo portátil  esto que el ipad se lo percibe como un libro o un pedazo de papel  significa para mi en mayor medida  sincronizar al modo paisaje  donde sus dimensiones reproducen la pantalla de video que he conocido en toda mi vida 
"
1	"	¡ estamos contentos porque te veremos como hannah horvath en un futuro cercano  miz dunham 
"
1	"	por ejemplo  puede utilizarlo para controlar la cerradura inteligente de una puerta o conectarlo a los proveedores de pagos en línea y tarjetas de fidelidad 
"
1	"	yo solía poner los ojos en blanco y murmurar en voz baja sobre esos padres que no pueden controlar a sus hijos 
"
0	"	debido a eso  ellen ha sido muy diplomática sobre el tema  diciendo 
"
1	"	tan sólo una rápida visita para saludarlos y ponerlos al día con unas emocionantes noticias 
"
1	"	y luego  si se presenta la oportunidad  haz lo siguiente 
"
0	"	 cosas que usted debe nunca decir a un twentysomething individual
"
0	"	hizo su primera aparición desde que anunció que estaba embarazada en la conferencia de prensa en beverly hills el pasado miércoles de capitán américa  el soldado de invierno 
"
0	"	etiquetas  flecha  leyenda  más cerca  courtney  courtney love  que se encuentra  mira  desaparecidos  noticias  océano  foto  prueba  miedo  cantante  tomada  hablar  gorjeo
"
0	"	 señales de que quiere que usted
"
1	"	u ¿ qué piensa 
"
0	"	la compañía ha tenido que cerrar las oficinas de todo el mundo  ya que sigue centrándose en el logro de la rentabilidad 
"
0	"	una cosa muy increíble para venir de esa limpieza que hice es que no me doy el culo de una rata 
"
0	"	los juaces finales incluyen los estimados john borthwick  betaworks   roelof botha  sequoia capital   chris dixon  andreessen horowitz   marissa mayer  yahoo   brian pokorny  sv angel  y fred wilson  union square ventures  
"
0	"	o  en mi caso  doy el teléfono a julie  mi mejor amiga  
"
0	"	sus rápido ingenio compensan su falta de fuerza muscular 
"
0	"	no son imágenes submarinas pero es muy bueno  sin embargo 
"
1	"	mucho de esto tiene que ver con la aversión al riesgo  género pensamiento y la falta de paciencia o proceso 
"
1	"	las ventas de mac aumentaron un  por ciento en el último trimestre  comparado al año anterior  mientras que el resto de la industria de pc en realidad cayó aproximadamente la misma cantidad en el mismo período  aproximadamente un  por ciento   según lo medido por idc 
"
0	"	todo esto el historiador puede decir 
"
0	"	él hermosamente capta tanta emoción en su canción morir ahora 
"
0	"	etiquetas  brooke burke  brooke burke charvet  conrado verde  bailando con las estrellas  encendido  dejando  noticias de la tv  gorjeo
"
1	"	con casi nueve años de edad ella es una de mis mejores amigas y si pudiera pasar tiempo con cualquier persona del mundo  elegiría estar con ella 
"
0	"	voy a publicar allí dos veces por semana sobre todo bajo el sol de crianza natural  el sacrificio de los temas candentes actuales de la gran blogosfera ancho  además de las principales fuentes de noticias  twitter  o donde está la acción  
"
0	"	simplemente no va a ser rentable para las grandes vc el financiar todas las nuevas empresas  pequeñas  que se van a construir en el comercio de consumo y servicios para pequeñas empresas 
"
0	"	cuando marte uno anunció que había recibido  solicitudes de todo el mundo  el corazón de josh se hundió 
"
0	"	hay un par de hermanas misioneras que sirven en mi barrio  que han tocado a mi puerta un par de veces en el último par de meses 
"
1	"	desde hace más de veinte años  que ha crecido cada vez más enojado que la gente todavía adoran a allen y parecen no oírla 
"
0	"	oolong el conejo mascota de un fotógrafo japonés se pronto convirtió en una sensación en internet por su habilidad de equilibrar los objetos en su cabeza 
"
0	"	weave recogió dentistas para empezar  ya que son ricos y baja en la regulación 
"
1	"	oh  la desesperación cegadora por posibles regalos de cumpleaños 
"
1	"	lleva un conjunto favorecido por muchos hombres australianos  incluso en medio del invierno  pantalones cortos  zapatillas de deporte y una sudadera con capucha 
"
0	"	reloj kristin cavallari defender su dictamen no vacunar a sus hijos en el fox  friends aquí 
"
1	"	en ese frente  el centro de las conversaciones en torno a la entrega que está separada de la internet pública  pero viajar en lugar sobre la red privada de comcast 
"
0	"	biografía del personaje  cammie logra algo bastante impresionante  que es ser un lío caliente fácil identificarse en la mayoría de sus películas a pesar de que ella es alta  rubia  e imposiblementeen lanariz hermosa 
"
0	"	en un momento en que las redes sociales y la disponibilidad digitales han alterado fundamentalmente la forma en la gente a descubrir y consumir música  de brooks gafas al por menor y la aversión general a la tecnología popular han hecho que se vea notoriamente fuera de contacto de color rosa  o  aún peor  inexistente  a una generación cada vez mayor de aficionados a la música 
"
0	"	como un día dedicado a la búsqueda de huevos  píos  dulces  y por supuesto conejos que pensamos que sería mejor darle la versión sexy de las vacaciones 
"
1	"	se trata de alguien que no te trata con el respeto que te mereces de entrada  por lo que al seguir adelante sabrás que necesitas a alguien que te respete lo suficiente como para comunicarse 
"
1	"	en mi diario de bolsillo he grabado una secuencia de yoga de ocho pose que se puede hacer en una silla o sentado al lado de una cama 
"
0	"	en realidad es más de un pimiento dulce  por lo que estamos utilizando es fresco  lo estamos utilizando fermentado  estamos cocinando  tiene un sabor a fruta tal y sabor dulce con un poco de patada  estamos poniendo en todo 
"
0	"	su trabajo construyendo caja de notas  contratando al ex gurú de ex microsoft office steven sinofsky y otros por el estilo señala a un futuro en el cual box le fascina vender más que un lugar para aparcar sus archivos 
"
0	"	me gustaría poder decir que soy mucho más fabulosa y supermamá de lo que era hace cuatro años  cuando empecé a parlotear acerca de mis días de  mamá en casa  en el parenting post
"
0	"	también se mantenga alejado de los lugares que tienen servicio lento 
"
0	"	el día antes de su arresto  él le había enviado un mensaje de texto pidiendo los números de seguro social de sus hijos 
"
1	"	en el momento en que fue aclamado como una política que hizo suya la aspiración de la clase trabajadora y prometió la movilidad ascendente 
"
1	"	la empresa simplemente vio una falta de inversión en fase inicial entre los capitalistas de riesgo en lo que sus ejecutivos describen como  tecnologías básicas  
"
1	"	mientras que la mayoría del país quiere que los dos partidos y cámaras del congreso trabajen juntos  dos tercios de los republicanos quieren su parte en  en contra de obama  incluso si esto significa no llegara ninguna parte  
"
1	"	amber  por su parte  ni siquiera frente a la multitud 
"
0	"	tamaño de la porción     calorías 
"
0	"	 nokia ha continuado su táctica exitosa de absorber los propietarios de teléfonos de gama baja que aún quedan en europa   señala sunnebo 
"
0	"	para los que se ruborizan menos  los restaurantes de comida rápida artesanales también están proliferando  big fernand para las hamburguesas grandes  little fernand para perros calientes  y la parenthèse para el queso a la parrilla 
"
1	"	y no hay suficiente variedad ni diversión  al menos no hasta más tarde en el show 
"
0	"	 y la otra parte del problema es que muchas de estas marcas tienen múltiples aplicaciones  pero la mayoría de ellas están muy confinadas 
"
1	"	no entendemos por qué se llama a alguien que odias un  amigo  y seguir obteniendo un café con ella una vez a la semana 
"
1	"	los seres humanos son seres complicados  así que tiene sentido que nuestra sexualidad se complica demasiado 
"
0	"	yo apenas escribí algo 
"
0	"	parece que estos dos tortolitos están juntos de nuevo y esta vez  que podría ser un pitido agudo 
"
1	"	como agradable como  la muchacha con el pelo perfecto que siempre humblebragging de lo  grueso  o  imposible  o  molesto brillante  su pelo es 
"
0	"	pero creo que la mayor parte de esta discusión le falta el punto principal 
"
1	"	 estoy seguro de que podría haber otras razones  pero vamos a seguir con los dos  
"
1	"	he tomado la decisión consciente de ignorar mis miedos  mi superobjetivo fue no tomar este trabajo a casa conmigo 
"
1	"	los reporteros se encuentran a menudo a escribir acerca de los problemas sociales o políticos 
"
1	"	al hablar sobre el show  gerardo reveló 
"
1	"	la imagen de queensland  tomas  arranque del bejesus de aficionados a la música se convirtió en algo así como un icono nacional en el reinado de juan bjelkepetersen  pero estaba en ninguna parte ser encontrado entre un despliegue de la policía que  mientras que los refuerzos enormes y que implican un estado a otro e incluso internacionales  que participan sólo  arrestos por delitos menores  botellas de agua helada prestados a los manifestantes e incluso la policía ascensores casa 
"
